@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R4-13,15-18-weka.filters.unsupervised.attribute.NominalToBinary-R2-weka.filters.unsupervised.attribute.Remove-R13-14'

@attribute rent numeric
@attribute type=apartment numeric
@attribute type=townhouse numeric
@attribute type=house numeric
@attribute type=duplex numeric
@attribute type=manufactured numeric
@attribute type=condo numeric
@attribute type=loft numeric
@attribute type=flat numeric
@attribute type=cottage/cabin numeric
@attribute type=in-law numeric
@attribute type=land numeric
@attribute demand {yes,no}

@data
1220.556314,0,0,1,0,0,0,0,0,0,0,0,no
775,1,0,0,0,0,0,0,0,0,0,0,yes
1387.873852,0,0,1,0,0,0,0,0,0,0,0,no
1600,1,0,0,0,0,0,0,0,0,0,0,yes
1052,1,0,0,0,0,0,0,0,0,0,0,no
845,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
1495,1,0,0,0,0,0,0,0,0,0,0,yes
719,1,0,0,0,0,0,0,0,0,0,0,yes
1875,1,0,0,0,0,0,0,0,0,0,0,yes
1441.09486,0,0,1,0,0,0,0,0,0,0,0,no
1030,1,0,0,0,0,0,0,0,0,0,0,yes
2594.579676,0,0,1,0,0,0,0,0,0,0,0,no
1119.435602,0,0,1,0,0,0,0,0,0,0,0,no
2695,0,0,1,0,0,0,0,0,0,0,0,yes
1195.603995,0,0,1,0,0,0,0,0,0,0,0,no
1999,1,0,0,0,0,0,0,0,0,0,0,yes
2799.625984,0,0,1,0,0,0,0,0,0,0,0,no
1459,1,0,0,0,0,0,0,0,0,0,0,yes
950,0,0,1,0,0,0,0,0,0,0,0,no
575,0,0,1,0,0,0,0,0,0,0,0,yes
1230,1,0,0,0,0,0,0,0,0,0,0,yes
3069,1,0,0,0,0,0,0,0,0,0,0,yes
540,1,0,0,0,0,0,0,0,0,0,0,yes
605,1,0,0,0,0,0,0,0,0,0,0,yes
1040,1,0,0,0,0,0,0,0,0,0,0,yes
600,0,0,0,1,0,0,0,0,0,0,0,yes
1300,1,0,0,0,0,0,0,0,0,0,0,yes
975,0,0,0,0,0,1,0,0,0,0,0,yes
580,0,0,1,0,0,0,0,0,0,0,0,yes
4135.465292,0,0,1,0,0,0,0,0,0,0,0,no
960,1,0,0,0,0,0,0,0,0,0,0,yes
949,1,0,0,0,0,0,0,0,0,0,0,yes
1663,1,0,0,0,0,0,0,0,0,0,0,yes
1050,1,0,0,0,0,0,0,0,0,0,0,yes
869,1,0,0,0,0,0,0,0,0,0,0,yes
1915,1,0,0,0,0,0,0,0,0,0,0,yes
900,0,0,1,0,0,0,0,0,0,0,0,no
995,1,0,0,0,0,0,0,0,0,0,0,yes
762,0,0,1,0,0,0,0,0,0,0,0,yes
834,1,0,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
1275,1,0,0,0,0,0,0,0,0,0,0,no
760,1,0,0,0,0,0,0,0,0,0,0,yes
2755.39736,0,0,1,0,0,0,0,0,0,0,0,no
1155,1,0,0,0,0,0,0,0,0,0,0,yes
750,1,0,0,0,0,0,0,0,0,0,0,yes
1045,1,0,0,0,0,0,0,0,0,0,0,yes
1810,1,0,0,0,0,0,0,0,0,0,0,yes
2200,0,0,1,0,0,0,0,0,0,0,0,no
901.20267,0,0,1,0,0,0,0,0,0,0,0,no
559,1,0,0,0,0,0,0,0,0,0,0,no
1075,1,0,0,0,0,0,0,0,0,0,0,yes
925,0,1,0,0,0,0,0,0,0,0,0,yes
1596,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
1500,0,0,1,0,0,0,0,0,0,0,0,no
1065,1,0,0,0,0,0,0,0,0,0,0,yes
2080,1,0,0,0,0,0,0,0,0,0,0,yes
1173,1,0,0,0,0,0,0,0,0,0,0,yes
985,1,0,0,0,0,0,0,0,0,0,0,yes
975,0,0,1,0,0,0,0,0,0,0,0,no
840,1,0,0,0,0,0,0,0,0,0,0,yes
740,1,0,0,0,0,0,0,0,0,0,0,yes
640,1,0,0,0,0,0,0,0,0,0,0,yes
2872.323609,0,0,1,0,0,0,0,0,0,0,0,no
1375,1,0,0,0,0,0,0,0,0,0,0,yes
1850,0,0,1,0,0,0,0,0,0,0,0,no
1599.220932,0,0,1,0,0,0,0,0,0,0,0,no
1850,0,1,0,0,0,0,0,0,0,0,0,yes
1765,1,0,0,0,0,0,0,0,0,0,0,yes
875,0,1,0,0,0,0,0,0,0,0,0,yes
1695,1,0,0,0,0,0,0,0,0,0,0,yes
2395,1,0,0,0,0,0,0,0,0,0,0,yes
2320.48778,0,0,1,0,0,0,0,0,0,0,0,no
781.853197,0,0,1,0,0,0,0,0,0,0,0,no
800,1,0,0,0,0,0,0,0,0,0,0,yes
1130,1,0,0,0,0,0,0,0,0,0,0,yes
1215,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
1620,1,0,0,0,0,0,0,0,0,0,0,yes
1070,1,0,0,0,0,0,0,0,0,0,0,yes
920,1,0,0,0,0,0,0,0,0,0,0,yes
4325,1,0,0,0,0,0,0,0,0,0,0,yes
1608,1,0,0,0,0,0,0,0,0,0,0,yes
1315,1,0,0,0,0,0,0,0,0,0,0,yes
1130,1,0,0,0,0,0,0,0,0,0,0,yes
804,1,0,0,0,0,0,0,0,0,0,0,yes
695,1,0,0,0,0,0,0,0,0,0,0,yes
1100,1,0,0,0,0,0,0,0,0,0,0,yes
960,1,0,0,0,0,0,0,0,0,0,0,yes
893,1,0,0,0,0,0,0,0,0,0,0,yes
775,1,0,0,0,0,0,0,0,0,0,0,yes
1000,1,0,0,0,0,0,0,0,0,0,0,no
600,1,0,0,0,0,0,0,0,0,0,0,yes
980.513409,1,0,0,0,0,0,0,0,0,0,0,no
1700,0,0,1,0,0,0,0,0,0,0,0,yes
825,0,1,0,0,0,0,0,0,0,0,0,yes
674,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1850,0,0,1,0,0,0,0,0,0,0,0,no
1837.143334,0,0,1,0,0,0,0,0,0,0,0,no
876,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
1176.381605,0,0,1,0,0,0,0,0,0,0,0,no
530,1,0,0,0,0,0,0,0,0,0,0,yes
740,1,0,0,0,0,0,0,0,0,0,0,yes
625,1,0,0,0,0,0,0,0,0,0,0,yes
1300,0,0,0,0,0,1,0,0,0,0,0,yes
899,1,0,0,0,0,0,0,0,0,0,0,yes
840,1,0,0,0,0,0,0,0,0,0,0,yes
825,0,0,0,1,0,0,0,0,0,0,0,yes
995,1,0,0,0,0,0,0,0,0,0,0,yes
720,1,0,0,0,0,0,0,0,0,0,0,yes
1250,0,0,1,0,0,0,0,0,0,0,0,yes
922,1,0,0,0,0,0,0,0,0,0,0,no
1190,1,0,0,0,0,0,0,0,0,0,0,yes
1720,1,0,0,0,0,0,0,0,0,0,0,yes
1740.909983,0,0,1,0,0,0,0,0,0,0,0,no
990,1,0,0,0,0,0,0,0,0,0,0,yes
2295,1,0,0,0,0,0,0,0,0,0,0,yes
1025,1,0,0,0,0,0,0,0,0,0,0,yes
885,1,0,0,0,0,0,0,0,0,0,0,yes
645,1,0,0,0,0,0,0,0,0,0,0,yes
1015,1,0,0,0,0,0,0,0,0,0,0,yes
795,1,0,0,0,0,0,0,0,0,0,0,yes
1300,0,1,0,0,0,0,0,0,0,0,0,yes
2699,0,0,1,0,0,0,0,0,0,0,0,no
2002,1,0,0,0,0,0,0,0,0,0,0,yes
1185,0,0,0,0,0,1,0,0,0,0,0,yes
1295,1,0,0,0,0,0,0,0,0,0,0,yes
12029.290596,0,0,1,0,0,0,0,0,0,0,0,no
1250,1,0,0,0,0,0,0,0,0,0,0,yes
1555,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
1790.208681,0,0,1,0,0,0,0,0,0,0,0,no
2245,0,1,0,0,0,0,0,0,0,0,0,no
1375,1,0,0,0,0,0,0,0,0,0,0,yes
1105,1,0,0,0,0,0,0,0,0,0,0,yes
955,1,0,0,0,0,0,0,0,0,0,0,yes
1150,1,0,0,0,0,0,0,0,0,0,0,yes
1938.059293,0,0,1,0,0,0,0,0,0,0,0,no
1804.508807,0,0,1,0,0,0,0,0,0,0,0,no
829,1,0,0,0,0,0,0,0,0,0,0,yes
1265,1,0,0,0,0,0,0,0,0,0,0,yes
1499.71527,0,0,1,0,0,0,0,0,0,0,0,no
1185,0,0,0,0,0,1,0,0,0,0,0,no
1536,0,1,0,0,0,0,0,0,0,0,0,yes
895,1,0,0,0,0,0,0,0,0,0,0,yes
869,1,0,0,0,0,0,0,0,0,0,0,yes
3200,0,0,1,0,0,0,0,0,0,0,0,yes
1795,0,0,1,0,0,0,0,0,0,0,0,no
1725,1,0,0,0,0,0,0,0,0,0,0,no
565,1,0,0,0,0,0,0,0,0,0,0,yes
710,1,0,0,0,0,0,0,0,0,0,0,yes
1105,1,0,0,0,0,0,0,0,0,0,0,yes
1095,1,0,0,0,0,0,0,0,0,0,0,yes
1850,0,0,1,0,0,0,0,0,0,0,0,no
935,1,0,0,0,0,0,0,0,0,0,0,yes
375,1,0,0,0,0,0,0,0,0,0,0,yes
925,0,0,0,0,0,1,0,0,0,0,0,yes
1160,1,0,0,0,0,0,0,0,0,0,0,yes
1191,1,0,0,0,0,0,0,0,0,0,0,yes
1575,1,0,0,0,0,0,0,0,0,0,0,yes
755,1,0,0,0,0,0,0,0,0,0,0,yes
825,1,0,0,0,0,0,0,0,0,0,0,yes
1975,1,0,0,0,0,0,0,0,0,0,0,yes
1255,1,0,0,0,0,0,0,0,0,0,0,yes
715.579617,1,0,0,0,0,0,0,0,0,0,0,no
1535,1,0,0,0,0,0,0,0,0,0,0,yes
1465,1,0,0,0,0,0,0,0,0,0,0,yes
900,0,0,1,0,0,0,0,0,0,0,0,yes
890,1,0,0,0,0,0,0,0,0,0,0,yes
1550,1,0,0,0,0,0,0,0,0,0,0,yes
3995,1,0,0,0,0,0,0,0,0,0,0,yes
1030,1,0,0,0,0,0,0,0,0,0,0,yes
2565.677666,0,0,1,0,0,0,0,0,0,0,0,no
819,1,0,0,0,0,0,0,0,0,0,0,yes
1425,0,0,1,0,0,0,0,0,0,0,0,yes
1213,0,0,0,0,0,1,0,0,0,0,0,yes
1650,1,0,0,0,0,0,0,0,0,0,0,yes
1185.63861,0,0,1,0,0,0,0,0,0,0,0,no
1620,0,0,1,0,0,0,0,0,0,0,0,yes
690,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
1350,0,0,1,0,0,0,0,0,0,0,0,yes
1459,1,0,0,0,0,0,0,0,0,0,0,yes
585,1,0,0,0,0,0,0,0,0,0,0,yes
1130,1,0,0,0,0,0,0,0,0,0,0,yes
695,1,0,0,0,0,0,0,0,0,0,0,yes
705,1,0,0,0,0,0,0,0,0,0,0,yes
1778.417494,0,0,1,0,0,0,0,0,0,0,0,no
3249.252342,0,1,0,0,0,0,0,0,0,0,0,no
3698.638174,0,0,1,0,0,0,0,0,0,0,0,no
699,0,0,0,0,1,0,0,0,0,0,0,yes
2500,0,0,1,0,0,0,0,0,0,0,0,no
634,1,0,0,0,0,0,0,0,0,0,0,no
2038.415979,0,0,1,0,0,0,0,0,0,0,0,no
895,1,0,0,0,0,0,0,0,0,0,0,yes
803,1,0,0,0,0,0,0,0,0,0,0,yes
1279.096095,0,0,1,0,0,0,0,0,0,0,0,no
1399,1,0,0,0,0,0,0,0,0,0,0,yes
1499.489906,0,0,1,0,0,0,0,0,0,0,0,no
1729,1,0,0,0,0,0,0,0,0,0,0,yes
600.939675,0,0,1,0,0,0,0,0,0,0,0,no
795,1,0,0,0,0,0,0,0,0,0,0,yes
2195,1,0,0,0,0,0,0,0,0,0,0,yes
525,0,0,0,0,1,0,0,0,0,0,0,yes
789,1,0,0,0,0,0,0,0,0,0,0,yes
959,1,0,0,0,0,0,0,0,0,0,0,yes
895,0,1,0,0,0,0,0,0,0,0,0,yes
1396.634791,0,0,1,0,0,0,0,0,0,0,0,no
1050,0,0,1,0,0,0,0,0,0,0,0,no
803,1,0,0,0,0,0,0,0,0,0,0,yes
1802.253371,0,0,1,0,0,0,0,0,0,0,0,no
3695,1,0,0,0,0,0,0,0,0,0,0,yes
1845.290103,0,0,1,0,0,0,0,0,0,0,0,no
1500,1,0,0,0,0,0,0,0,0,0,0,yes
899,1,0,0,0,0,0,0,0,0,0,0,yes
678,1,0,0,0,0,0,0,0,0,0,0,yes
1224,0,1,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
790,1,0,0,0,0,0,0,0,0,0,0,yes
973,1,0,0,0,0,0,0,0,0,0,0,yes
749,1,0,0,0,0,0,0,0,0,0,0,yes
1075,0,1,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
950,0,0,0,0,0,1,0,0,0,0,0,yes
1250,0,0,1,0,0,0,0,0,0,0,0,yes
2995,0,1,0,0,0,0,0,0,0,0,0,yes
345,1,0,0,0,0,0,0,0,0,0,0,yes
2900,0,0,1,0,0,0,0,0,0,0,0,yes
1552,1,0,0,0,0,0,0,0,0,0,0,yes
1013,1,0,0,0,0,0,0,0,0,0,0,yes
893.764047,0,0,1,0,0,0,0,0,0,0,0,no
1022.743589,1,0,0,0,0,0,0,0,0,0,0,no
1764,0,1,0,0,0,0,0,0,0,0,0,yes
1295,1,0,0,0,0,0,0,0,0,0,0,yes
660,1,0,0,0,0,0,0,0,0,0,0,yes
2000,1,0,0,0,0,0,0,0,0,0,0,yes
2300,1,0,0,0,0,0,0,0,0,0,0,no
1503.001177,0,0,1,0,0,0,0,0,0,0,0,no
1289,1,0,0,0,0,0,0,0,0,0,0,yes
1195,1,0,0,0,0,0,0,0,0,0,0,yes
4495,0,1,0,0,0,0,0,0,0,0,0,yes
902.866375,0,0,1,0,0,0,0,0,0,0,0,no
1795,0,0,1,0,0,0,0,0,0,0,0,no
1182,1,0,0,0,0,0,0,0,0,0,0,yes
775,1,0,0,0,0,0,0,0,0,0,0,yes
1798.48982,0,1,0,0,0,0,0,0,0,0,0,no
1695,1,0,0,0,0,0,0,0,0,0,0,yes
1724.34627,0,0,1,0,0,0,0,0,0,0,0,no
1295,1,0,0,0,0,0,0,0,0,0,0,yes
900,0,0,1,0,0,0,0,0,0,0,0,yes
1166,1,0,0,0,0,0,0,0,0,0,0,yes
600,1,0,0,0,0,0,0,0,0,0,0,yes
1205,0,1,0,0,0,0,0,0,0,0,0,yes
1115,1,0,0,0,0,0,0,0,0,0,0,yes
1987.602529,0,0,1,0,0,0,0,0,0,0,0,no
975,1,0,0,0,0,0,0,0,0,0,0,yes
2119.576394,0,0,1,0,0,0,0,0,0,0,0,no
1267.357546,1,0,0,0,0,0,0,0,0,0,0,no
584,0,0,1,0,0,0,0,0,0,0,0,yes
740,1,0,0,0,0,0,0,0,0,0,0,yes
730,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
530,1,0,0,0,0,0,0,0,0,0,0,yes
900,1,0,0,0,0,0,0,0,0,0,0,yes
1460,1,0,0,0,0,0,0,0,0,0,0,yes
1800,0,1,0,0,0,0,0,0,0,0,0,no
1095,1,0,0,0,0,0,0,0,0,0,0,yes
895,1,0,0,0,0,0,0,0,0,0,0,yes
950,1,0,0,0,0,0,0,0,0,0,0,yes
983.093313,0,0,1,0,0,0,0,0,0,0,0,no
850,1,0,0,0,0,0,0,0,0,0,0,yes
2906.415819,0,0,1,0,0,0,0,0,0,0,0,no
992.527077,1,0,0,0,0,0,0,0,0,0,0,no
739,1,0,0,0,0,0,0,0,0,0,0,yes
1822.316319,0,0,1,0,0,0,0,0,0,0,0,no
1327,1,0,0,0,0,0,0,0,0,0,0,yes
325,1,0,0,0,0,0,0,0,0,0,0,yes
1795,0,0,1,0,0,0,0,0,0,0,0,no
2828.463978,0,0,1,0,0,0,0,0,0,0,0,no
685,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
715,1,0,0,0,0,0,0,0,0,0,0,yes
859,1,0,0,0,0,0,0,0,0,0,0,yes
787,1,0,0,0,0,0,0,0,0,0,0,yes
1150,1,0,0,0,0,0,0,0,0,0,0,yes
1375,0,0,1,0,0,0,0,0,0,0,0,yes
1132,1,0,0,0,0,0,0,0,0,0,0,yes
1500,1,0,0,0,0,0,0,0,0,0,0,yes
1351.33025,0,0,1,0,0,0,0,0,0,0,0,no
1235,1,0,0,0,0,0,0,0,0,0,0,yes
1125,1,0,0,0,0,0,0,0,0,0,0,yes
2675,1,0,0,0,0,0,0,0,0,0,0,yes
1825,1,0,0,0,0,0,0,0,0,0,0,yes
825,1,0,0,0,0,0,0,0,0,0,0,yes
1636.270279,0,0,1,0,0,0,0,0,0,0,0,no
910,1,0,0,0,0,0,0,0,0,0,0,yes
859,1,0,0,0,0,0,0,0,0,0,0,yes
1159.706342,0,0,1,0,0,0,0,0,0,0,0,no
1851.872626,0,0,1,0,0,0,0,0,0,0,0,no
1738,0,0,1,0,0,0,0,0,0,0,0,no
1173.312888,0,0,1,0,0,0,0,0,0,0,0,no
600,1,0,0,0,0,0,0,0,0,0,0,yes
600,1,0,0,0,0,0,0,0,0,0,0,yes
910,1,0,0,0,0,0,0,0,0,0,0,yes
724,1,0,0,0,0,0,0,0,0,0,0,yes
1600,1,0,0,0,0,0,0,0,0,0,0,yes
1195,1,0,0,0,0,0,0,0,0,0,0,yes
1450,1,0,0,0,0,0,0,0,0,0,0,yes
774,1,0,0,0,0,0,0,0,0,0,0,yes
895,0,0,1,0,0,0,0,0,0,0,0,no
995,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
900,1,0,0,0,0,0,0,0,0,0,0,yes
1599.573484,0,0,1,0,0,0,0,0,0,0,0,no
799,1,0,0,0,0,0,0,0,0,0,0,yes
970,1,0,0,0,0,0,0,0,0,0,0,yes
1462.075962,0,0,1,0,0,0,0,0,0,0,0,no
1600,1,0,0,0,0,0,0,0,0,0,0,no
2500,1,0,0,0,0,0,0,0,0,0,0,yes
1668.398988,0,0,1,0,0,0,0,0,0,0,0,no
635,1,0,0,0,0,0,0,0,0,0,0,yes
1695,1,0,0,0,0,0,0,0,0,0,0,yes
535.380374,0,0,1,0,0,0,0,0,0,0,0,no
2211.432959,0,0,1,0,0,0,0,0,0,0,0,no
1958.923985,0,0,1,0,0,0,0,0,0,0,0,no
752,1,0,0,0,0,0,0,0,0,0,0,yes
698,1,0,0,0,0,0,0,0,0,0,0,yes
618.847679,1,0,0,0,0,0,0,0,0,0,0,no
3155.239613,0,0,1,0,0,0,0,0,0,0,0,no
1000,1,0,0,0,0,0,0,0,0,0,0,yes
875,0,0,1,0,0,0,0,0,0,0,0,yes
925,1,0,0,0,0,0,0,0,0,0,0,yes
1710,1,0,0,0,0,0,0,0,0,0,0,yes
2846.791798,0,0,1,0,0,0,0,0,0,0,0,no
1040,1,0,0,0,0,0,0,0,0,0,0,yes
1381.249261,0,0,1,0,0,0,0,0,0,0,0,no
825,1,0,0,0,0,0,0,0,0,0,0,yes
1625,1,0,0,0,0,0,0,0,0,0,0,yes
695,0,0,0,0,0,0,0,0,1,0,0,yes
629,1,0,0,0,0,0,0,0,0,0,0,yes
1499,1,0,0,0,0,0,0,0,0,0,0,yes
1050,1,0,0,0,0,0,0,0,0,0,0,yes
1650,1,0,0,0,0,0,0,0,0,0,0,yes
1199,0,0,0,1,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
1124,0,1,0,0,0,0,0,0,0,0,0,yes
610,0,0,1,0,0,0,0,0,0,0,0,yes
990,1,0,0,0,0,0,0,0,0,0,0,yes
2275,0,1,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
895,0,0,0,0,0,1,0,0,0,0,0,yes
1254.287538,0,0,1,0,0,0,0,0,0,0,0,no
1349,1,0,0,0,0,0,0,0,0,0,0,yes
2115,1,0,0,0,0,0,0,0,0,0,0,yes
2021.153663,0,0,1,0,0,0,0,0,0,0,0,no
1185,1,0,0,0,0,0,0,0,0,0,0,no
875.404247,0,0,1,0,0,0,0,0,0,0,0,no
585,0,1,0,0,0,0,0,0,0,0,0,yes
1646.035418,0,0,1,0,0,0,0,0,0,0,0,no
2295,1,0,0,0,0,0,0,0,0,0,0,yes
975,1,0,0,0,0,0,0,0,0,0,0,yes
1775,1,0,0,0,0,0,0,0,0,0,0,yes
1798.096595,0,0,1,0,0,0,0,0,0,0,0,no
3123.737688,0,0,1,0,0,0,0,0,0,0,0,no
3095,1,0,0,0,0,0,0,0,0,0,0,yes
1575,0,0,0,1,0,0,0,0,0,0,0,yes
2500,0,0,1,0,0,0,0,0,0,0,0,no
1185,1,0,0,0,0,0,0,0,0,0,0,yes
893,1,0,0,0,0,0,0,0,0,0,0,yes
1185,1,0,0,0,0,0,0,0,0,0,0,yes
1100,1,0,0,0,0,0,0,0,0,0,0,yes
658,1,0,0,0,0,0,0,0,0,0,0,yes
1504,1,0,0,0,0,0,0,0,0,0,0,yes
750,0,1,0,0,0,0,0,0,0,0,0,yes
915,1,0,0,0,0,0,0,0,0,0,0,yes
835,1,0,0,0,0,0,0,0,0,0,0,yes
395,1,0,0,0,0,0,0,0,0,0,0,yes
1030,1,0,0,0,0,0,0,0,0,0,0,yes
540,1,0,0,0,0,0,0,0,0,0,0,yes
1868,0,0,1,0,0,0,0,0,0,0,0,no
1065,1,0,0,0,0,0,0,0,0,0,0,yes
1400,0,0,1,0,0,0,0,0,0,0,0,yes
1750,1,0,0,0,0,0,0,0,0,0,0,yes
1725,1,0,0,0,0,0,0,0,0,0,0,no
2595,1,0,0,0,0,0,0,0,0,0,0,yes
755,1,0,0,0,0,0,0,0,0,0,0,yes
1157.964463,1,0,0,0,0,0,0,0,0,0,0,no
815,1,0,0,0,0,0,0,0,0,0,0,yes
749,1,0,0,0,0,0,0,0,0,0,0,yes
686,1,0,0,0,0,0,0,0,0,0,0,yes
1775,1,0,0,0,0,0,0,0,0,0,0,yes
570,0,0,1,0,0,0,0,0,0,0,0,yes
1375,1,0,0,0,0,0,0,0,0,0,0,yes
1695,0,0,1,0,0,0,0,0,0,0,0,no
1200,0,0,1,0,0,0,0,0,0,0,0,yes
934.612645,0,0,1,0,0,0,0,0,0,0,0,no
1834,1,0,0,0,0,0,0,0,0,0,0,yes
1229,0,0,1,0,0,0,0,0,0,0,0,no
2575,0,1,0,0,0,0,0,0,0,0,0,no
749,1,0,0,0,0,0,0,0,0,0,0,yes
965,1,0,0,0,0,0,0,0,0,0,0,yes
1700,1,0,0,0,0,0,0,0,0,0,0,yes
679,1,0,0,0,0,0,0,0,0,0,0,yes
1400,1,0,0,0,0,0,0,0,0,0,0,yes
1299,1,0,0,0,0,0,0,0,0,0,0,yes
2235,1,0,0,0,0,0,0,0,0,0,0,yes
675,1,0,0,0,0,0,0,0,0,0,0,yes
1410,1,0,0,0,0,0,0,0,0,0,0,yes
1520,1,0,0,0,0,0,0,0,0,0,0,yes
699,1,0,0,0,0,0,0,0,0,0,0,yes
850,0,1,0,0,0,0,0,0,0,0,0,yes
887.778231,0,0,1,0,0,0,0,0,0,0,0,no
1195.876421,1,0,0,0,0,0,0,0,0,0,0,no
1530,1,0,0,0,0,0,0,0,0,0,0,yes
1994,1,0,0,0,0,0,0,0,0,0,0,yes
1306,1,0,0,0,0,0,0,0,0,0,0,yes
935,1,0,0,0,0,0,0,0,0,0,0,yes
651.209757,1,0,0,0,0,0,0,0,0,0,0,no
1155.912083,0,0,1,0,0,0,0,0,0,0,0,no
3050,0,0,0,1,0,0,0,0,0,0,0,yes
450,1,0,0,0,0,0,0,0,0,0,0,yes
1894.119908,0,0,1,0,0,0,0,0,0,0,0,no
1105,1,0,0,0,0,0,0,0,0,0,0,yes
1495,0,0,1,0,0,0,0,0,0,0,0,yes
1025,1,0,0,0,0,0,0,0,0,0,0,yes
3100,0,1,0,0,0,0,0,0,0,0,0,no
1699,1,0,0,0,0,0,0,0,0,0,0,yes
999.433925,0,0,1,0,0,0,0,0,0,0,0,no
2999,1,0,0,0,0,0,0,0,0,0,0,yes
629,1,0,0,0,0,0,0,0,0,0,0,yes
855,1,0,0,0,0,0,0,0,0,0,0,yes
519,1,0,0,0,0,0,0,0,0,0,0,yes
510,0,0,1,0,0,0,0,0,0,0,0,yes
1575,1,0,0,0,0,0,0,0,0,0,0,yes
650,1,0,0,0,0,0,0,0,0,0,0,yes
674,1,0,0,0,0,0,0,0,0,0,0,yes
2375,1,0,0,0,0,0,0,0,0,0,0,yes
1540,1,0,0,0,0,0,0,0,0,0,0,yes
1015,1,0,0,0,0,0,0,0,0,0,0,yes
1825,0,1,0,0,0,0,0,0,0,0,0,yes
976.872344,1,0,0,0,0,0,0,0,0,0,0,no
1388.252641,0,0,1,0,0,0,0,0,0,0,0,no
980,1,0,0,0,0,0,0,0,0,0,0,yes
675,0,0,0,1,0,0,0,0,0,0,0,yes
559,1,0,0,0,0,0,0,0,0,0,0,no
2500,0,0,1,0,0,0,0,0,0,0,0,no
1250,1,0,0,0,0,0,0,0,0,0,0,yes
945.109196,0,0,1,0,0,0,0,0,0,0,0,no
1782.918843,0,0,1,0,0,0,0,0,0,0,0,no
1100,1,0,0,0,0,0,0,0,0,0,0,yes
1195,1,0,0,0,0,0,0,0,0,0,0,yes
2950,1,0,0,0,0,0,0,0,0,0,0,yes
1281.32258,0,0,1,0,0,0,0,0,0,0,0,no
1700,0,1,0,0,0,0,0,0,0,0,0,no
1300,1,0,0,0,0,0,0,0,0,0,0,yes
1125,1,0,0,0,0,0,0,0,0,0,0,yes
1299.551526,0,0,1,0,0,0,0,0,0,0,0,no
1822,1,0,0,0,0,0,0,0,0,0,0,yes
745,1,0,0,0,0,0,0,0,0,0,0,yes
1695,0,0,1,0,0,0,0,0,0,0,0,no
595,1,0,0,0,0,0,0,0,0,0,0,yes
1338.799404,0,0,1,0,0,0,0,0,0,0,0,no
840,1,0,0,0,0,0,0,0,0,0,0,yes
1125,0,0,0,0,0,0,0,0,1,0,0,yes
950.80734,0,0,1,0,0,0,0,0,0,0,0,no
1210,1,0,0,0,0,0,0,0,0,0,0,yes
920,1,0,0,0,0,0,0,0,0,0,0,yes
849,1,0,0,0,0,0,0,0,0,0,0,yes
850,1,0,0,0,0,0,0,0,0,0,0,yes
2966.097533,0,0,1,0,0,0,0,0,0,0,0,no
599,1,0,0,0,0,0,0,0,0,0,0,yes
699,1,0,0,0,0,0,0,0,0,0,0,yes
675,0,0,0,1,0,0,0,0,0,0,0,yes
1350,1,0,0,0,0,0,0,0,0,0,0,yes
1180,1,0,0,0,0,0,0,0,0,0,0,yes
867.361881,1,0,0,0,0,0,0,0,0,0,0,no
1913.279514,0,0,1,0,0,0,0,0,0,0,0,no
876,1,0,0,0,0,0,0,0,0,0,0,yes
