@relation 'housing_train-weka.filters.unsupervised.attribute.Remove-R1-2,16-weka.filters.unsupervised.attribute.NominalToBinary-R6-11-weka.filters.unsupervised.attribute.NumericToBinary-R6-11-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.attribute.NumericTransform-R4,5,15,16,17,18-Cjava.lang.Math-Mfloor-weka.filters.supervised.instance.SpreadSubsample-M3.0-X0.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-3,12-14'

@attribute bedrooms numeric
@attribute bathrooms numeric
@attribute cats_allowed {0,1}
@attribute dogs_allowed {0,1}
@attribute smoking_allowed {0,1}
@attribute wheelchair_access {0,1}
@attribute electric_vehicle_charge {0,1}
@attribute comes_furnished {0,1}
@attribute pet_friendly_score numeric
@attribute accessibility_score numeric
@attribute total_rooms numeric
@attribute description numeric
@attribute demand {yes,no}

@data
2,1,1,1,0,0,0,0,2,0,3,71,yes
2,1,0,0,0,0,0,0,0,0,3,216,yes
3,2,0,0,1,0,0,0,0,0,5,78,yes
1,1,1,1,1,0,0,0,2,0,2,249,yes
3,2,0,0,0,0,0,0,0,0,5,14,yes
1,1,1,0,1,0,0,0,1,0,2,172,yes
3,2,0,0,1,0,0,0,0,0,5,219,yes
3,2,1,1,1,0,0,0,2,0,5,101,yes
2,2,1,1,1,0,0,0,2,0,4,148,yes
3,2,0,0,0,0,0,0,0,0,5,105,yes
2,2,1,1,0,0,0,0,2,0,4,113,yes
1,1,1,1,1,0,0,0,2,0,2,146,yes
3,2,0,0,1,0,0,0,0,0,5,250,yes
2,1,1,1,1,0,0,0,2,0,3,273,yes
4,4,0,0,1,0,0,0,0,0,8,329,no
4,3,0,0,0,0,0,0,0,0,7,232,no
4,1,1,1,1,0,0,0,1,0,6,36,no
1,0,1,1,1,0,0,0,2,0,1,160,yes
1,1,1,1,1,0,0,0,2,0,2,133,yes
1,1,1,1,1,0,0,0,2,0,2,279,yes
2,2,1,1,1,0,0,0,2,0,4,410,yes
2,2,0,0,1,0,0,0,0,0,4,220,yes
1,1,1,1,1,0,0,0,2,0,2,147,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
1,1,1,1,0,0,0,1,2,0,2,289,yes
2,2,1,1,0,1,0,0,2,1,4,161,yes
2,2,1,1,1,0,0,0,2,0,4,296,yes
1,1,1,1,1,1,0,0,2,1,2,190,yes
3,3,0,0,0,1,0,0,0,1,6,135,yes
1,1,1,1,1,0,0,0,2,0,2,36,yes
2,1,1,1,0,0,0,0,2,0,3,128,yes
4,3,1,1,0,0,0,0,1,0,7,145,no
2,2,1,1,1,0,0,0,2,0,4,115,yes
4,2,1,1,0,0,0,0,2,0,6,168,no
2,2,1,1,1,0,0,0,2,0,4,181,yes
2,0,0,1,0,0,0,0,1,0,2,128,yes
2,2,0,0,1,0,0,0,0,0,4,69,yes
3,2,0,0,0,0,0,0,0,0,5,151,yes
1,1,1,1,1,0,0,0,2,0,2,8,yes
1,1,1,1,1,0,0,0,2,0,2,282,yes
2,2,1,1,0,0,0,0,2,0,4,159,yes
4,2,1,1,1,0,0,0,2,0,6,188,no
1,1,1,1,0,0,1,0,2,1,2,145,yes
4,2,0,0,1,0,0,0,0,0,6,56,no
2,2,0,0,1,0,0,0,0,0,4,292,yes
4,3,0,0,0,0,0,0,1,0,6,135,no
2,1,1,1,1,0,0,0,2,0,3,170,yes
1,1,1,1,1,0,0,0,2,0,2,475,yes
4,1,0,0,1,0,0,0,0,0,5,73,no
4,3,0,0,1,0,0,0,0,0,7,172,no
2,1,1,1,1,0,0,0,2,0,3,61,yes
2,1,1,1,0,1,0,0,2,1,3,235,yes
3,2,1,1,0,1,0,0,2,1,5,208,yes
1,1,0,0,1,0,0,0,0,0,2,319,yes
3,2,0,0,0,0,0,0,0,0,5,172,yes
2,1,1,0,1,0,0,0,1,0,3,164,yes
2,1,0,0,0,0,0,0,0,0,3,23,yes
2,1,1,0,0,0,0,0,1,0,3,52,yes
3,2,0,0,1,0,0,0,0,0,5,70,yes
4,1,1,1,0,0,0,0,1,0,5,45,no
1,1,0,0,0,0,0,0,0,0,2,98,yes
4,3,0,0,1,0,0,0,0,0,7,106,no
3,2,0,0,0,0,0,0,0,0,5,188,yes
4,2,0,1,1,0,0,0,1,0,7,90,no
1,1,1,1,1,1,0,0,2,1,2,216,yes
1,1,1,1,1,1,0,0,2,1,2,107,yes
4,2,0,0,1,0,0,0,0,0,6,76,no
2,2,1,1,1,0,0,0,2,0,4,112,yes
3,2,1,1,1,0,0,0,2,0,5,140,yes
4,2,1,1,1,0,0,0,2,0,6,150,no
3,2,0,0,1,0,0,1,0,0,5,255,yes
1,1,0,0,1,0,0,0,0,0,2,202,yes
4,1,1,1,1,0,0,0,2,0,6,44,no
1,1,1,0,1,0,0,0,1,0,2,43,yes
3,1,1,1,0,1,0,0,2,1,4,100,yes
1,1,1,1,1,0,0,0,2,0,2,122,yes
1,1,1,1,0,1,0,0,2,1,2,190,yes
4,2,0,0,0,0,0,0,0,0,6,212,no
4,2,0,0,1,0,0,0,0,0,6,65,no
4,2,1,1,0,0,0,0,2,0,6,175,no
4,2,0,0,1,0,0,0,0,0,6,55,no
2,2,0,0,0,0,0,0,0,0,4,263,yes
3,2,0,0,1,0,0,0,0,0,5,168,yes
3,2,1,1,1,1,0,0,2,1,5,40,yes
2,2,0,0,1,0,0,0,0,0,4,199,yes
1,1,1,1,1,0,0,0,2,0,2,122,yes
3,2,1,1,1,1,0,0,2,1,5,121,yes
4,2,0,0,1,0,0,0,0,0,7,111,no
2,2,1,1,1,0,0,0,2,0,4,100,yes
3,2,1,1,0,0,0,0,2,0,5,179,yes
3,2,0,0,0,0,0,0,0,0,5,91,yes
4,2,1,1,0,0,0,0,2,0,6,173,no
2,2,1,1,1,0,0,0,2,0,4,261,yes
2,1,1,1,1,0,0,0,2,0,3,297,yes
1,1,1,1,1,0,0,0,2,0,2,105,yes
2,2,1,1,1,0,0,0,2,0,4,127,yes
1,1,1,1,1,0,0,0,2,0,2,101,yes
2,2,1,1,1,0,0,0,2,0,4,328,yes
4,2,1,1,1,0,0,0,2,0,6,406,no
2,2,1,1,1,0,0,0,2,0,4,266,yes
2,2,1,1,1,0,0,0,2,0,4,295,yes
1,1,1,1,1,0,1,0,2,1,2,147,yes
1,1,1,1,1,0,0,0,2,0,2,28,yes
2,2,0,0,1,0,0,0,0,0,4,211,yes
4,4,1,1,0,1,0,1,2,1,8,461,yes
1,1,1,1,1,0,0,0,2,0,2,233,yes
2,1,0,0,1,0,0,0,0,0,3,114,yes
2,1,1,1,0,0,0,0,2,0,3,144,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
1,1,1,1,0,0,0,0,2,0,2,151,yes
1,1,0,0,0,0,0,0,0,0,2,278,yes
4,2,1,1,1,0,0,0,1,0,7,41,no
2,2,1,1,1,0,0,0,2,0,4,184,yes
1,1,1,1,1,0,0,0,2,0,2,132,yes
2,1,0,0,1,0,0,0,0,0,3,119,yes
1,1,1,1,1,0,0,0,2,0,2,103,yes
1,1,1,1,1,0,0,0,2,0,2,96,yes
4,3,0,0,1,0,0,0,1,0,6,144,no
1,1,1,1,1,0,0,0,2,0,2,98,yes
1,1,1,1,1,1,0,0,2,1,2,190,yes
2,1,0,0,0,0,0,0,0,0,3,167,yes
1,1,1,1,0,0,0,0,2,0,2,188,yes
3,2,1,1,1,0,0,0,2,0,5,21,yes
3,2,1,1,1,0,0,0,2,0,5,147,yes
1,1,0,0,1,0,0,0,0,0,2,108,yes
2,2,1,1,0,1,0,0,2,1,4,189,yes
2,2,1,1,0,0,0,0,2,0,4,354,yes
2,2,1,1,1,0,0,0,2,0,4,221,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
3,3,0,0,1,0,0,0,0,0,6,144,yes
2,2,0,0,0,0,0,0,0,0,4,369,yes
4,2,1,1,1,0,0,0,2,0,6,81,no
2,2,1,1,0,0,0,0,2,0,4,169,yes
1,1,0,0,1,0,0,1,0,0,2,123,yes
4,3,0,0,0,0,0,0,0,0,7,155,no
2,1,1,1,1,0,0,0,2,0,3,61,yes
2,2,1,1,0,0,0,0,2,0,4,278,yes
4,0,0,0,0,0,0,0,1,0,4,239,no
2,2,1,1,0,0,0,0,2,0,4,148,yes
4,2,0,0,1,0,0,0,0,0,6,36,no
4,2,1,1,1,1,0,0,2,1,6,350,no
1,1,0,0,1,0,0,0,0,0,2,276,yes
2,2,1,1,1,0,0,0,2,0,4,253,yes
4,3,0,1,0,0,0,0,1,0,7,117,no
4,2,0,0,0,0,0,0,0,0,6,185,no
1,1,0,0,1,0,0,0,0,0,2,79,yes
2,2,0,0,1,0,0,0,0,0,4,216,yes
2,1,1,1,1,0,0,0,2,0,3,350,yes
2,2,1,1,0,1,0,1,2,1,4,198,yes
5,2,0,0,1,0,0,0,0,0,7,50,no
2,1,1,0,1,0,0,0,1,0,3,29,yes
4,2,1,1,0,0,0,0,2,0,6,227,no
3,2,1,1,0,0,0,0,2,0,5,216,yes
4,3,1,1,1,0,0,0,2,0,7,71,no
2,2,0,0,1,0,0,0,0,0,4,248,yes
4,2,1,1,1,0,0,0,1,0,6,34,no
2,1,1,1,1,0,0,0,2,0,3,134,yes
4,3,1,1,0,0,0,0,1,0,7,144,no
3,2,1,1,1,0,0,0,2,0,5,171,yes
4,3,1,1,1,0,0,0,2,0,7,205,no
2,2,1,1,1,0,0,0,2,0,4,216,yes
5,2,1,1,1,0,0,0,2,0,7,66,no
4,1,0,0,1,0,0,0,0,0,5,144,no
2,1,1,1,1,0,0,0,2,0,3,394,yes
2,1,0,0,1,0,0,0,0,0,3,308,yes
3,1,1,1,1,0,0,0,2,0,4,253,yes
2,2,0,0,1,0,0,0,0,0,4,73,yes
4,2,1,1,1,0,0,0,1,0,6,46,no
3,2,1,1,1,0,0,0,2,0,5,240,yes
2,2,1,1,1,0,0,0,2,0,4,3,yes
2,1,1,1,1,0,0,0,2,0,3,346,yes
3,2,1,1,1,0,0,0,2,0,5,126,yes
1,1,1,1,1,1,0,0,2,1,2,267,yes
3,2,1,1,0,0,0,0,2,0,5,102,yes
2,1,1,1,1,0,0,0,2,0,3,137,yes
4,3,0,1,0,0,0,0,1,0,7,40,no
3,2,1,1,1,1,0,0,2,1,5,87,yes
4,3,0,0,0,0,0,0,0,0,7,181,no
3,1,1,1,1,0,0,0,2,0,4,47,yes
1,1,1,1,1,1,0,0,2,1,2,300,yes
2,1,1,1,1,0,0,0,2,0,3,237,yes
1,1,0,0,1,0,0,0,0,0,2,194,yes
1,1,0,0,1,0,0,0,0,0,2,312,yes
4,2,0,0,0,0,0,0,0,0,6,138,no
0,1,1,1,1,1,0,0,2,1,1,342,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
1,1,1,1,1,0,0,0,2,0,2,201,yes
4,1,0,0,1,0,0,0,0,0,5,146,no
3,2,0,0,1,0,0,0,0,0,5,151,yes
1,1,1,1,1,0,0,0,2,0,2,67,yes
2,2,1,1,0,0,0,0,2,0,4,39,yes
1,1,0,0,1,0,0,0,0,0,2,103,yes
3,2,1,1,1,0,0,0,2,0,5,97,yes
3,2,0,0,0,0,0,1,0,0,5,60,yes
4,2,0,0,0,0,0,0,1,0,6,87,no
4,2,0,0,1,0,0,0,0,0,6,72,no
1,1,1,1,1,0,0,0,2,0,2,127,yes
4,1,0,0,0,0,0,0,0,0,5,77,no
4,2,0,1,1,0,0,0,1,0,6,78,no
1,1,0,0,1,0,0,0,0,0,2,109,yes
4,2,1,1,1,0,1,0,2,1,6,161,yes
3,2,1,0,1,0,0,0,1,0,5,203,yes
0,2,1,1,1,0,0,0,2,0,2,64,yes
2,1,1,0,0,0,0,0,1,0,3,124,yes
2,2,1,1,1,1,0,0,2,1,4,225,yes
3,2,1,1,1,0,0,0,2,0,5,269,yes
2,2,0,0,1,0,0,0,0,0,4,258,yes
4,2,0,0,1,0,0,0,1,0,6,183,no
4,2,1,1,1,0,0,0,1,0,6,58,no
4,2,1,1,1,0,0,0,1,0,7,72,no
1,1,1,1,1,0,0,0,2,0,2,1218,yes
2,2,0,0,1,0,0,0,0,0,4,112,yes
2,2,1,1,0,0,0,0,2,0,4,201,yes
4,4,1,1,0,1,0,1,2,1,8,461,no
2,1,1,0,1,0,0,0,1,0,3,164,yes
2,1,0,0,1,0,0,0,0,0,3,65,yes
4,2,1,1,1,0,0,0,2,0,6,296,no
1,1,1,1,1,0,0,0,2,0,2,194,yes
2,1,1,1,1,0,0,0,2,0,3,225,yes
2,2,0,0,0,0,0,0,0,0,4,161,yes
4,2,0,1,1,0,0,0,1,0,6,85,no
1,1,1,0,1,0,0,0,1,0,2,242,yes
4,2,0,0,1,0,0,0,1,1,7,172,no
1,1,1,1,0,0,0,0,2,0,2,252,yes
4,2,0,0,0,0,0,0,1,0,8,325,no
4,2,0,0,0,0,0,0,0,0,6,222,no
2,2,0,0,1,0,0,0,0,0,4,268,yes
3,2,1,1,0,0,0,0,2,0,5,57,yes
0,1,1,1,0,1,1,0,2,2,1,368,yes
2,1,0,0,0,0,0,0,0,0,3,103,yes
1,1,1,1,1,1,0,0,2,1,2,170,yes
2,1,1,1,1,0,0,0,2,0,3,317,yes
4,2,0,1,0,0,0,0,0,0,6,46,no
2,2,0,0,1,0,0,0,0,0,4,180,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
1,1,1,1,1,0,0,0,2,0,2,85,yes
1,1,1,1,1,0,0,0,2,0,2,170,yes
1,1,1,1,1,0,0,0,2,0,2,1046,yes
1,1,1,1,1,0,0,0,2,0,2,90,yes
5,3,1,1,1,0,0,0,2,0,8,118,no
1,1,1,1,1,0,0,0,2,0,2,193,yes
2,2,1,1,1,0,0,1,2,0,4,49,yes
1,1,1,1,1,0,0,0,2,0,2,52,yes
2,2,1,1,0,0,0,0,2,0,4,148,yes
3,2,1,1,1,0,0,0,2,0,5,164,yes
2,1,1,1,1,0,0,0,2,0,3,295,yes
2,2,0,0,1,0,0,0,0,0,4,248,yes
1,1,1,1,1,0,0,0,2,0,2,168,yes
4,4,0,0,0,0,0,0,1,0,8,199,no
4,2,1,1,0,0,0,0,2,0,6,18,no
2,2,1,1,0,0,0,0,2,0,4,343,yes
1,1,1,0,1,0,0,0,1,0,2,51,yes
1,1,1,1,1,0,0,0,2,0,2,126,yes
2,1,1,1,1,0,0,0,2,0,3,103,yes
1,1,1,1,1,0,0,0,2,0,2,1211,yes
2,2,0,0,1,0,0,0,0,0,4,212,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
1,1,1,1,1,0,0,0,2,0,2,425,yes
2,1,0,0,0,0,0,0,0,0,3,33,yes
4,2,1,1,1,0,0,0,1,0,6,32,no
1,1,1,1,1,0,0,0,2,0,2,246,yes
4,3,0,0,1,0,0,0,0,0,7,302,no
2,1,1,1,0,1,0,1,2,1,3,235,yes
2,2,1,1,1,0,0,0,2,0,4,313,yes
4,2,1,1,1,0,0,0,2,0,6,410,no
2,1,0,0,1,0,0,0,0,0,3,111,yes
4,3,0,0,1,0,0,0,1,0,7,89,no
2,1,1,1,1,0,0,0,2,0,3,152,yes
2,2,1,1,1,0,0,0,2,0,4,262,yes
4,2,0,0,1,0,0,1,0,0,6,304,no
1,1,0,0,0,0,0,0,0,0,2,166,yes
1,1,1,1,1,0,0,0,2,0,2,221,yes
2,2,1,1,1,0,0,0,2,0,4,120,yes
4,2,1,1,1,0,0,0,2,0,6,149,no
1,1,0,0,0,0,1,0,0,1,2,118,yes
2,1,1,1,1,0,0,0,2,0,3,109,yes
1,1,1,1,1,0,0,0,2,0,2,1210,yes
1,1,1,1,1,0,0,0,2,0,2,137,yes
1,1,0,0,1,0,0,0,0,0,2,94,yes
3,2,1,1,0,0,0,0,2,0,5,156,yes
1,1,1,1,1,0,0,0,2,0,2,193,yes
2,1,0,0,1,0,0,0,0,0,3,231,yes
2,2,1,0,1,0,0,0,1,0,4,388,yes
1,1,1,1,1,0,0,0,2,0,2,221,yes
4,3,1,1,0,0,0,0,1,0,7,72,no
2,2,1,1,1,0,0,0,2,0,4,208,yes
2,2,0,0,1,0,0,0,0,0,4,224,yes
1,1,0,0,0,0,0,0,0,0,2,65,yes
1,1,0,0,1,0,0,0,0,0,2,118,yes
2,2,1,1,1,0,0,0,2,0,4,185,yes
4,3,1,1,0,0,0,0,2,0,7,144,no
4,3,0,0,1,0,0,0,0,0,7,302,no
2,2,1,1,0,0,0,0,2,0,4,155,yes
2,1,1,1,1,0,0,0,2,0,3,61,yes
2,1,0,0,0,0,0,0,0,0,3,103,yes
2,1,0,0,0,0,0,0,0,0,3,216,yes
3,2,0,0,1,0,0,1,0,0,5,232,yes
3,2,1,1,1,0,0,0,2,0,5,214,yes
2,2,0,0,1,0,0,0,0,0,4,101,yes
1,1,1,1,1,0,0,0,2,0,2,1,yes
2,1,0,1,0,0,0,0,1,0,3,23,yes
2,1,1,1,1,0,0,0,2,0,3,135,yes
2,1,1,1,1,1,0,0,2,1,3,84,yes
4,1,1,1,0,0,0,0,2,0,6,37,no
1,1,1,1,1,0,0,0,2,0,2,230,yes
1,1,1,1,0,0,0,0,2,0,2,265,yes
1,1,1,0,0,0,0,0,1,0,2,72,yes
4,3,0,0,1,0,0,0,0,0,7,78,no
2,1,0,0,1,0,0,0,0,0,3,347,yes
2,2,1,1,0,0,0,0,2,0,4,204,yes
4,2,1,1,1,0,0,0,2,0,6,406,no
0,1,1,1,1,0,0,0,2,0,1,287,yes
1,1,0,0,1,0,0,0,0,0,2,143,yes
3,2,1,1,0,0,1,1,2,1,5,551,yes
0,1,1,1,1,0,0,0,2,0,1,178,yes
2,1,1,1,1,0,0,0,2,0,3,195,yes
2,1,0,1,0,0,0,0,1,0,3,154,yes
4,2,1,1,1,0,0,0,1,0,6,48,no
2,1,1,1,1,0,0,0,2,0,3,99,yes
2,1,1,1,1,0,0,0,2,0,3,111,yes
3,2,1,1,1,1,0,0,2,1,5,106,yes
1,1,1,0,1,1,0,0,1,1,2,129,yes
3,2,0,0,1,0,0,0,0,0,5,102,yes
2,1,1,1,0,1,0,0,2,1,3,192,yes
2,2,0,0,1,0,0,0,0,0,4,59,yes
4,3,0,0,1,0,0,0,0,0,7,55,no
1,1,1,1,1,0,0,0,2,0,2,78,yes
1,1,1,1,1,0,0,0,2,0,2,100,yes
2,1,0,0,1,1,0,0,0,1,3,150,yes
2,2,0,0,1,0,0,0,0,0,4,89,yes
2,2,1,1,0,0,0,0,2,0,4,213,yes
2,2,1,1,1,1,0,0,2,1,4,414,yes
2,2,0,0,1,0,0,0,0,0,4,258,yes
4,2,1,1,1,0,0,0,2,0,6,51,no
2,1,1,1,1,0,0,0,2,0,3,143,yes
3,2,0,0,0,0,0,0,0,0,5,232,yes
1,1,1,1,1,0,0,0,2,0,2,256,yes
2,2,1,1,0,0,0,1,2,0,4,62,yes
2,1,1,1,1,0,0,0,2,0,3,87,yes
1,1,1,1,1,0,0,0,2,0,2,275,yes
1,1,1,1,0,0,0,0,2,0,2,194,yes
2,2,1,1,1,0,0,0,2,0,4,99,yes
1,1,1,1,1,0,0,0,2,0,2,389,yes
2,1,0,0,1,0,0,0,0,0,3,373,yes
2,2,1,1,1,1,0,1,2,1,4,122,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
1,1,0,0,1,0,0,0,0,0,2,199,yes
2,2,1,1,0,0,0,0,2,0,4,190,yes
4,2,1,1,1,0,0,0,2,0,6,348,no
1,1,1,1,1,0,0,0,2,0,2,351,yes
2,1,1,1,1,0,0,0,2,0,3,304,yes
2,2,1,1,1,0,0,0,2,0,4,132,yes
2,2,0,0,0,0,0,1,0,0,4,242,yes
4,2,0,0,1,0,0,0,1,0,6,70,no
3,2,1,1,1,0,0,0,2,0,5,127,yes
1,1,0,0,1,0,0,0,0,0,2,57,yes
2,2,1,1,1,0,0,0,2,0,4,107,yes
3,1,1,1,1,0,0,1,2,0,4,98,yes
4,1,1,1,1,0,0,0,1,0,6,39,no
2,2,1,1,1,0,0,0,2,0,4,273,yes
2,2,1,1,1,0,0,0,2,0,4,106,yes
2,1,0,0,1,0,0,0,0,0,3,226,yes
4,2,1,1,0,0,0,0,2,0,6,136,no
4,2,0,0,1,0,0,0,0,0,6,56,no
2,2,1,1,0,1,1,0,2,2,4,278,yes
4,3,0,1,1,0,0,0,2,0,7,200,no
1,1,1,1,1,0,0,0,2,0,2,256,yes
3,1,0,0,1,0,0,0,0,0,4,114,yes
2,1,1,1,1,0,0,0,2,0,3,295,yes
2,1,1,1,1,0,0,0,2,0,3,123,yes
2,2,1,1,1,0,0,0,2,0,4,320,yes
4,2,0,0,0,0,0,0,0,0,7,272,no
4,2,1,1,1,0,0,0,2,0,6,159,no
1,1,1,1,1,0,0,0,2,0,2,523,yes
2,2,0,0,0,0,0,0,0,0,4,263,yes
1,1,1,1,1,0,0,0,2,0,2,307,yes
4,3,0,0,1,0,0,0,0,0,7,82,no
4,2,1,1,1,0,0,0,1,0,6,81,no
2,1,1,1,0,0,0,0,2,0,3,65,yes
2,1,1,1,1,0,0,0,2,0,3,152,yes
3,2,1,1,1,0,0,0,2,0,5,25,yes
2,2,0,0,0,0,0,0,0,0,4,97,yes
4,1,1,0,1,0,0,0,0,0,6,91,no
3,2,1,1,0,0,0,0,2,0,6,193,no
2,1,1,1,1,0,0,0,2,0,3,152,yes
1,1,1,0,0,0,0,0,1,0,2,151,yes
3,2,0,0,1,0,0,0,0,0,5,97,yes
4,2,1,1,1,0,0,0,2,1,6,56,no
2,1,1,1,1,0,0,0,2,0,3,61,yes
2,2,1,1,1,0,0,0,2,0,4,260,yes
2,1,0,0,1,0,0,0,0,0,3,294,yes
4,2,1,1,1,0,0,0,2,0,6,68,no
4,2,1,1,1,0,0,0,1,0,7,62,no
1,1,1,1,1,0,0,0,2,0,2,41,yes
3,2,1,1,1,0,0,0,2,0,5,395,yes
3,2,1,1,1,0,0,0,2,0,5,133,yes
5,3,0,0,0,0,0,0,0,0,8,125,no
4,1,1,1,1,0,0,0,2,0,6,57,no
1,1,0,0,1,0,0,0,0,0,2,27,yes
4,2,1,1,0,0,0,0,2,0,6,48,no
1,1,1,1,0,0,0,0,2,0,2,254,yes
2,1,0,0,1,0,0,0,0,0,3,211,yes
2,2,1,1,1,1,0,0,2,1,4,175,yes
1,1,1,1,1,0,0,0,2,0,2,147,yes
4,2,1,1,1,0,0,0,2,0,6,52,no
1,1,1,1,1,0,0,0,2,0,2,25,yes
2,2,0,0,0,0,0,0,0,0,4,76,yes
1,1,1,1,1,0,0,0,2,0,2,197,yes
2,1,1,1,1,0,0,0,2,0,3,112,yes
1,1,1,1,0,0,0,0,2,0,2,429,yes
1,1,1,1,0,1,0,1,2,1,2,433,yes
2,2,0,0,1,0,0,0,0,0,4,101,yes
2,2,1,1,0,0,0,0,2,0,4,398,yes
2,2,1,1,0,0,0,0,2,0,4,143,yes
1,1,1,1,1,0,0,0,2,0,2,122,yes
4,3,1,1,0,0,0,0,2,0,7,328,no
1,1,1,1,1,0,0,0,2,0,2,231,yes
3,2,1,1,1,1,0,0,2,1,5,410,yes
1,1,0,0,1,0,0,0,0,0,2,227,yes
1,1,0,0,1,0,0,0,0,0,2,263,yes
1,1,1,1,1,0,0,0,2,0,2,555,yes
4,2,0,0,1,0,0,0,0,0,6,133,no
1,1,1,1,1,0,0,0,2,0,2,316,yes
1,1,1,1,1,0,0,0,2,0,2,222,yes
2,2,1,1,1,0,0,0,2,0,4,111,yes
1,1,1,1,1,0,0,0,2,0,2,137,yes
1,1,0,0,1,0,0,0,0,0,2,324,yes
1,1,1,1,0,0,0,0,2,0,2,180,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
2,2,1,1,1,0,0,0,2,0,4,321,yes
4,2,1,1,1,0,0,0,1,0,6,213,no
2,1,1,1,1,0,0,0,2,0,3,73,yes
1,1,0,0,1,0,0,0,0,0,2,120,yes
2,2,1,1,0,0,0,0,2,0,4,147,yes
4,1,1,1,0,0,0,0,2,0,5,38,no
1,1,1,1,1,0,0,0,2,0,2,176,yes
2,2,1,1,1,0,0,0,2,0,4,166,yes
1,1,1,1,1,0,0,0,2,0,2,200,yes
2,2,0,0,1,0,0,0,0,0,4,241,yes
3,2,1,1,1,0,0,0,2,0,5,222,yes
4,2,0,0,0,0,0,0,0,0,7,71,no
1,1,1,1,1,0,0,0,2,0,2,147,yes
2,1,1,1,1,0,0,0,2,0,3,134,yes
2,2,1,1,0,0,0,0,2,0,4,174,yes
2,2,1,1,1,0,0,0,2,0,4,133,yes
2,2,1,1,1,0,0,0,2,0,4,253,yes
4,2,0,0,1,0,0,0,0,0,6,270,no
2,2,1,1,1,0,0,0,2,0,4,253,yes
1,1,1,1,0,0,0,0,2,0,2,408,yes
4,2,0,0,1,0,0,0,1,0,6,138,no
3,2,1,1,1,0,0,0,2,0,5,197,yes
1,1,0,0,1,0,0,0,0,0,2,8,yes
2,2,1,1,0,0,0,0,2,0,4,50,yes
3,2,0,0,0,0,0,0,0,0,5,119,yes
2,2,1,1,1,0,0,0,2,0,4,333,yes
2,2,1,1,1,0,0,0,2,0,4,263,yes
1,1,1,1,1,0,0,0,2,0,2,176,yes
4,2,0,0,1,0,0,0,0,0,6,58,no
4,3,0,0,0,0,0,0,1,0,7,146,no
3,1,1,1,1,0,0,0,2,0,4,76,yes
5,4,0,1,1,0,0,0,1,0,9,54,no
0,1,1,1,1,0,0,0,2,0,1,256,yes
1,1,1,1,1,0,0,0,2,0,2,126,yes
4,2,1,1,1,0,0,0,2,1,6,408,no
4,1,1,1,1,0,0,0,1,0,7,35,no
2,2,1,1,0,1,0,1,2,1,4,198,yes
4,2,0,0,0,0,0,0,0,0,6,181,no
2,0,1,1,1,0,0,0,2,0,2,109,yes
1,1,1,1,0,0,0,0,2,0,2,214,yes
2,1,1,1,1,0,0,0,2,0,3,288,yes
2,1,1,1,1,0,0,0,2,0,3,122,yes
4,4,0,0,1,0,0,0,0,0,8,47,no
2,2,1,1,0,0,0,0,2,0,4,275,yes
1,0,0,0,1,0,0,0,0,0,1,144,yes
3,1,1,1,1,0,0,0,2,0,4,49,yes
1,1,0,0,1,0,0,0,0,0,2,172,yes
2,2,1,1,1,0,0,0,2,0,4,373,yes
1,1,0,0,1,0,0,0,0,0,2,72,yes
1,1,0,0,1,0,0,1,0,0,2,402,yes
1,1,0,0,1,0,0,0,0,0,2,247,yes
2,1,1,1,1,0,0,0,2,0,3,143,yes
2,2,1,1,0,0,0,0,2,0,4,300,yes
0,1,1,1,1,0,0,0,2,0,1,164,yes
1,1,1,1,0,0,0,0,2,0,2,165,yes
2,1,0,0,1,0,0,1,0,0,3,84,yes
1,1,1,1,1,1,0,0,2,1,2,353,yes
4,3,0,1,1,0,0,0,1,0,7,16,no
2,1,1,1,1,0,0,0,2,0,3,61,yes
4,3,0,0,1,0,0,0,0,0,7,128,no
2,1,1,1,1,0,0,0,2,0,3,102,yes
2,2,1,1,1,0,0,0,2,0,4,125,yes
3,1,1,1,1,0,0,1,2,0,4,68,yes
4,2,1,1,1,0,0,0,2,0,6,185,no
1,1,1,1,0,0,0,0,2,0,2,227,yes
4,2,1,1,1,0,0,0,2,0,6,80,no
1,1,0,0,1,0,0,1,0,0,2,124,yes
3,2,0,0,0,0,0,1,0,0,5,245,yes
2,2,0,0,0,0,0,0,0,0,4,148,yes
1,1,1,1,1,0,0,0,2,0,2,90,yes
3,3,1,1,0,1,0,1,2,1,6,213,yes
4,2,1,1,0,0,0,0,2,0,6,175,no
1,1,1,1,1,0,0,0,2,0,2,125,yes
3,2,0,0,1,0,0,0,0,0,5,104,yes
